Date,DateKey,Year,Year Quarter,Year Quarter Number,Quarter,Year Month,Year Month Short,Year Month Number,Month,Month Short,Month Number,Day of Week,Day of Week Short,Day of Week Number,Working Day,Working Day Number
2020-06-21,20200621,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Sunday,Sun,1,0,871
2020-06-22,20200622,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Monday,Mon,2,1,872
2020-06-23,20200623,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Tuesday,Tue,3,1,873
2020-06-24,20200624,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Wednesday,Wed,4,1,874
2020-06-25,20200625,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Thursday,Thu,5,1,875
2020-06-26,20200626,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Friday,Fri,6,1,876
2020-06-27,20200627,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Saturday,Sat,7,0,876
2020-06-28,20200628,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Sunday,Sun,1,0,876
2020-06-29,20200629,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Monday,Mon,2,1,877
2020-06-30,20200630,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Tuesday,Tue,3,1,878
2020-07-01,20200701,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Wednesday,Wed,4,1,879
2020-07-02,20200702,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Thursday,Thu,5,1,880
2020-07-03,20200703,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Friday,Fri,6,0,880
2020-07-04,20200704,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Saturday,Sat,7,0,880
2020-07-05,20200705,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Sunday,Sun,1,0,880
2020-07-06,20200706,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Monday,Mon,2,1,881
2020-07-07,20200707,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Tuesday,Tue,3,1,882
2020-07-08,20200708,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Wednesday,Wed,4,1,883
2020-07-09,20200709,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Thursday,Thu,5,1,884
2020-07-10,20200710,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Friday,Fri,6,1,885
2020-07-11,20200711,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Saturday,Sat,7,0,885
2020-07-12,20200712,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Sunday,Sun,1,0,885
2020-07-13,20200713,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Monday,Mon,2,1,886
2020-07-14,20200714,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Tuesday,Tue,3,1,887
2020-07-15,20200715,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Wednesday,Wed,4,1,888
2020-07-16,20200716,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Thursday,Thu,5,1,889
2020-07-17,20200717,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Friday,Fri,6,1,890
2020-07-18,20200718,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Saturday,Sat,7,0,890
2020-07-19,20200719,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Sunday,Sun,1,0,890
2020-07-20,20200720,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Monday,Mon,2,1,891
2020-07-21,20200721,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Tuesday,Tue,3,1,892
2020-07-22,20200722,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Wednesday,Wed,4,1,893
2020-07-23,20200723,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Thursday,Thu,5,1,894
2020-07-24,20200724,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Friday,Fri,6,1,895
2020-07-25,20200725,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Saturday,Sat,7,0,895
2020-07-26,20200726,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Sunday,Sun,1,0,895
2020-07-27,20200727,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Monday,Mon,2,1,896
2020-07-28,20200728,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Tuesday,Tue,3,1,897
2020-07-29,20200729,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Wednesday,Wed,4,1,898
2020-07-30,20200730,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Thursday,Thu,5,1,899
2020-07-31,20200731,2020,Q3-2020,8083,Q3,July 2020,Jul 2020,24247,July,Jul,7,Friday,Fri,6,1,900
2020-08-01,20200801,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Saturday,Sat,7,0,900
2020-08-02,20200802,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Sunday,Sun,1,0,900
2020-08-03,20200803,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Monday,Mon,2,1,901
2020-08-04,20200804,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Tuesday,Tue,3,1,902
2020-08-05,20200805,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Wednesday,Wed,4,1,903
2020-08-06,20200806,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Thursday,Thu,5,1,904
2020-08-07,20200807,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Friday,Fri,6,1,905
2020-08-08,20200808,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Saturday,Sat,7,0,905
2020-08-09,20200809,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Sunday,Sun,1,0,905
2020-08-10,20200810,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Monday,Mon,2,1,906
2020-08-11,20200811,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Tuesday,Tue,3,1,907
2020-08-12,20200812,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Wednesday,Wed,4,1,908
2020-08-13,20200813,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Thursday,Thu,5,1,909
2020-08-14,20200814,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Friday,Fri,6,1,910
2020-08-15,20200815,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Saturday,Sat,7,0,910
2020-08-16,20200816,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Sunday,Sun,1,0,910
2020-08-17,20200817,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Monday,Mon,2,1,911
2020-08-18,20200818,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Tuesday,Tue,3,1,912
2020-08-19,20200819,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Wednesday,Wed,4,1,913
2020-08-20,20200820,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Thursday,Thu,5,1,914
2020-08-21,20200821,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Friday,Fri,6,1,915
2020-08-22,20200822,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Saturday,Sat,7,0,915
2020-08-23,20200823,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Sunday,Sun,1,0,915
2020-08-24,20200824,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Monday,Mon,2,1,916
2020-08-25,20200825,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Tuesday,Tue,3,1,917
2020-08-26,20200826,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Wednesday,Wed,4,1,918
2020-08-27,20200827,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Thursday,Thu,5,1,919
2020-08-28,20200828,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Friday,Fri,6,1,920
2020-08-29,20200829,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Saturday,Sat,7,0,920
2020-08-30,20200830,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Sunday,Sun,1,0,920
2020-08-31,20200831,2020,Q3-2020,8083,Q3,August 2020,Aug 2020,24248,August,Aug,8,Monday,Mon,2,1,921
2020-09-01,20200901,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Tuesday,Tue,3,1,922
2020-09-02,20200902,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Wednesday,Wed,4,1,923
2020-09-03,20200903,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Thursday,Thu,5,1,924
2020-09-04,20200904,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Friday,Fri,6,1,925
2020-09-05,20200905,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Saturday,Sat,7,0,925
2020-09-06,20200906,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Sunday,Sun,1,0,925
2020-09-07,20200907,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Monday,Mon,2,0,925
2020-09-08,20200908,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Tuesday,Tue,3,1,926
2020-09-09,20200909,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Wednesday,Wed,4,1,927
2020-09-10,20200910,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Thursday,Thu,5,1,928
2020-09-11,20200911,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Friday,Fri,6,1,929
2020-09-12,20200912,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Saturday,Sat,7,0,929
2020-09-13,20200913,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Sunday,Sun,1,0,929
2020-09-14,20200914,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Monday,Mon,2,1,930
2020-09-15,20200915,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Tuesday,Tue,3,1,931
2020-09-16,20200916,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Wednesday,Wed,4,1,932
2020-09-17,20200917,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Thursday,Thu,5,1,933
2020-09-18,20200918,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Friday,Fri,6,1,934
2020-09-19,20200919,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Saturday,Sat,7,0,934
2020-09-20,20200920,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Sunday,Sun,1,0,934
2020-09-21,20200921,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Monday,Mon,2,1,935
2020-09-22,20200922,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Tuesday,Tue,3,1,936
2020-09-23,20200923,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Wednesday,Wed,4,1,937
2020-09-24,20200924,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Thursday,Thu,5,1,938
2020-09-25,20200925,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Friday,Fri,6,1,939
2020-09-26,20200926,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Saturday,Sat,7,0,939
2020-09-27,20200927,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Sunday,Sun,1,0,939
2020-09-28,20200928,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Monday,Mon,2,1,940
2020-09-29,20200929,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Tuesday,Tue,3,1,941
2020-09-30,20200930,2020,Q3-2020,8083,Q3,September 2020,Sep 2020,24249,September,Sep,9,Wednesday,Wed,4,1,942
2020-10-01,20201001,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Thursday,Thu,5,1,943
2020-10-02,20201002,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Friday,Fri,6,1,944
2020-10-03,20201003,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Saturday,Sat,7,0,944
2020-10-04,20201004,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Sunday,Sun,1,0,944
2020-10-05,20201005,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Monday,Mon,2,1,945
2020-10-06,20201006,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Tuesday,Tue,3,1,946
2020-10-07,20201007,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Wednesday,Wed,4,1,947
2020-10-08,20201008,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Thursday,Thu,5,1,948
2020-10-09,20201009,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Friday,Fri,6,1,949
2020-10-10,20201010,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Saturday,Sat,7,0,949
2020-10-11,20201011,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Sunday,Sun,1,0,949
2020-10-12,20201012,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Monday,Mon,2,0,949
2020-10-13,20201013,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Tuesday,Tue,3,1,950
2020-10-14,20201014,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Wednesday,Wed,4,1,951
2020-10-15,20201015,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Thursday,Thu,5,1,952
2020-10-16,20201016,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Friday,Fri,6,1,953
2020-10-17,20201017,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Saturday,Sat,7,0,953
2020-10-18,20201018,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Sunday,Sun,1,0,953
2020-10-19,20201019,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Monday,Mon,2,1,954
2020-10-20,20201020,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Tuesday,Tue,3,1,955
2020-10-21,20201021,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Wednesday,Wed,4,1,956
2020-10-22,20201022,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Thursday,Thu,5,1,957
2020-10-23,20201023,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Friday,Fri,6,1,958
2020-10-24,20201024,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Saturday,Sat,7,0,958
2020-10-25,20201025,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Sunday,Sun,1,0,958
2020-10-26,20201026,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Monday,Mon,2,1,959
2020-10-27,20201027,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Tuesday,Tue,3,1,960
2020-10-28,20201028,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Wednesday,Wed,4,1,961
2020-10-29,20201029,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Thursday,Thu,5,1,962
2020-10-30,20201030,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Friday,Fri,6,1,963
2020-10-31,20201031,2020,Q4-2020,8084,Q4,October 2020,Oct 2020,24250,October,Oct,10,Saturday,Sat,7,0,963
2020-11-01,20201101,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Sunday,Sun,1,0,963
2020-11-02,20201102,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Monday,Mon,2,1,964
2020-11-03,20201103,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Tuesday,Tue,3,1,965
2020-11-04,20201104,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Wednesday,Wed,4,1,966
2020-11-05,20201105,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Thursday,Thu,5,1,967
2020-11-06,20201106,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Friday,Fri,6,1,968
2020-11-07,20201107,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Saturday,Sat,7,0,968
2020-11-08,20201108,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Sunday,Sun,1,0,968
2020-11-09,20201109,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Monday,Mon,2,1,969
2020-11-10,20201110,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Tuesday,Tue,3,1,970
2020-11-11,20201111,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Wednesday,Wed,4,0,970
2020-11-12,20201112,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Thursday,Thu,5,1,971
2020-11-13,20201113,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Friday,Fri,6,1,972
2020-11-14,20201114,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Saturday,Sat,7,0,972
2020-11-15,20201115,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Sunday,Sun,1,0,972
2020-11-16,20201116,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Monday,Mon,2,1,973
2020-11-17,20201117,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Tuesday,Tue,3,1,974
2020-11-18,20201118,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Wednesday,Wed,4,1,975
2020-11-19,20201119,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Thursday,Thu,5,1,976
2020-11-20,20201120,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Friday,Fri,6,1,977
2020-11-21,20201121,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Saturday,Sat,7,0,977
2020-11-22,20201122,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Sunday,Sun,1,0,977
2020-11-23,20201123,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Monday,Mon,2,1,978
2020-11-24,20201124,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Tuesday,Tue,3,1,979
2020-11-25,20201125,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Wednesday,Wed,4,1,980
2020-11-26,20201126,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Thursday,Thu,5,0,980
2020-11-27,20201127,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Friday,Fri,6,1,981
2020-11-28,20201128,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Saturday,Sat,7,0,981
2020-11-29,20201129,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Sunday,Sun,1,0,981
2020-11-30,20201130,2020,Q4-2020,8084,Q4,November 2020,Nov 2020,24251,November,Nov,11,Monday,Mon,2,1,982
2020-12-01,20201201,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Tuesday,Tue,3,1,983
2020-12-02,20201202,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Wednesday,Wed,4,1,984
2020-12-03,20201203,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Thursday,Thu,5,1,985
2020-12-04,20201204,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Friday,Fri,6,1,986
2020-12-05,20201205,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Saturday,Sat,7,0,986
2020-12-06,20201206,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Sunday,Sun,1,0,986
2020-12-07,20201207,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Monday,Mon,2,1,987
2020-12-08,20201208,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Tuesday,Tue,3,1,988
2020-12-09,20201209,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Wednesday,Wed,4,1,989
2020-12-10,20201210,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Thursday,Thu,5,1,990
2020-12-11,20201211,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Friday,Fri,6,1,991
2020-12-12,20201212,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Saturday,Sat,7,0,991
2020-12-13,20201213,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Sunday,Sun,1,0,991
2020-12-14,20201214,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Monday,Mon,2,1,992
2020-12-15,20201215,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Tuesday,Tue,3,1,993
2020-12-16,20201216,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Wednesday,Wed,4,1,994
2020-12-17,20201217,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Thursday,Thu,5,1,995
2020-12-18,20201218,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Friday,Fri,6,1,996
2020-12-19,20201219,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Saturday,Sat,7,0,996
2020-12-20,20201220,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Sunday,Sun,1,0,996
2020-12-21,20201221,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Monday,Mon,2,1,997
2020-12-22,20201222,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Tuesday,Tue,3,1,998
2020-12-23,20201223,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Wednesday,Wed,4,1,999
2020-12-24,20201224,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Thursday,Thu,5,1,1000
2020-12-25,20201225,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Friday,Fri,6,0,1000
2020-12-26,20201226,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Saturday,Sat,7,0,1000
2020-12-27,20201227,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Sunday,Sun,1,0,1000
2020-12-28,20201228,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Monday,Mon,2,1,1001
2020-12-29,20201229,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Tuesday,Tue,3,1,1002
2020-12-30,20201230,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Wednesday,Wed,4,1,1003
2020-12-31,20201231,2020,Q4-2020,8084,Q4,December 2020,Dec 2020,24252,December,Dec,12,Thursday,Thu,5,1,1004
